pattern	constr_id	form	correct_number	cls_token_num	attr	len2_nsubj	len_prefix	len_context	que_id	freq	rel_nsubj_inversed	sent	pos
subj_rel_aux	278	est	sing	plur	False	2	8	6	5	884505	False	La jolie scène de pouponnière que nous reproduisons est de celles que l' on se plaît toujours à regarder ; elle évoque simplement la faiblesse de l' enfant , la protection du bienfaiteur discret qui se penche vers elle . <eos>	DET ADJ NOUN ADP NOUN PRON PRON VERB AUX ADP PRON PRON DET PRON PRON VERB ADV ADP VERB PUNCT PRON VERB ADV DET NOUN ADP DET NOUN PUNCT DET NOUN ADP NOUN ADJ PRON PRON VERB ADP PRON PUNCT
subj_rel_aux	279	fut	sing	sing	False	1	7	6	4	65713	False	La journée sans lumière qu' il passa fut d' autant plus pénible à Guido , qu' il l' avait choisie pour les définitives interrogations . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADP ADV ADV ADJ ADP PROPN PUNCT SCONJ PRON PRON AUX VERB ADP DET ADJ NOUN PUNCT
subj_rel_aux	280	fut	sing	sing	False	1	7	6	4	65713	False	La ligne de conduite qu' il suivit fut celle que lui traçait naturellement la position dans laquelle il se trouvait , et celle qu' amis et ennemis attendaient de lui . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX PRON PRON PRON VERB ADV DET NOUN ADP PRON PRON PRON VERB PUNCT CCONJ PRON PRON NOUN CCONJ NOUN VERB ADP PRON PUNCT
subj_rel_aux	281	est	sing	sing	False	16	22	6	19	884505	False	La lune fera bien là-bas entre les tourelles ; voilà une cuirasse heureusement placée , le jet de lumière qu' elle renvoie est agréable à voir sur les vieilles tentures ; si l' on tirait de la garde-robe les habits féodaux pour inviter les convives à une mascarade ? <eos>	DET NOUN VERB ADV ADV ADP DET NOUN PUNCT VERB DET NOUN ADV VERB PUNCT DET NOUN ADP NOUN PRON PRON VERB AUX ADJ ADP VERB ADP DET ADJ NOUN PUNCT SCONJ DET PRON VERB ADP DET NOUN DET NOUN ADJ ADP VERB DET NOUN ADP DET NOUN PUNCT
subj_rel_verb	282	devient	sing	sing	False	2	8	6	5	30958	False	La légère épaisseur de terrain qu' on aperçoit devient un peu plus inégale dans quelques points que dans d' autres ; voilà tout , et ces irrégularités imperceptibles ce sont les gigantesques monuments de la nouvelle capitale de la Russie . <eos>	DET ADJ NOUN ADP NOUN PRON PRON VERB VERB DET ADV ADV ADJ ADP DET NOUN SCONJ ADP DET PRON PUNCT VERB PRON PUNCT CCONJ DET NOUN ADJ PRON AUX DET ADJ NOUN ADP DET ADJ NOUN ADP DET PROPN PUNCT
subj_rel_aux	283	était	sing	sing	False	1	7	6	4	88321	False	La maison de campagne que j' occupais était peu éloignée . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADV ADJ PUNCT
subj_rel_aux	284	était	sing	sing	False	1	7	6	4	88321	False	La maison de chaume qu' on voit était moins colorée que la ferme couverte de tuiles que peint M. Sisley . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADV ADJ SCONJ DET NOUN VERB ADP NOUN PRON VERB NOUN PROPN PUNCT
subj_rel_verb	285	élevait	sing	plur	False	1	7	6	4	2327	False	La masse d' eau qu' ils apportaient élevait , d' après des calculs certains , à un million deux cent mille mètres cubes par vingt-quatre heures . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB PUNCT ADP ADP DET NOUN ADJ PUNCT ADP NUM NOUN NUM NUM NUM NOUN NOUN ADP NUM NOUN PUNCT
subj_rel_verb	286	sert	sing	plur	False	18	24	6	21	6735	False	La même clé peut ouvrir toutes ces serrures , et quand ils la perdent , le premier petit morceau de bois qu' ils rencontrent sert . <eos>	DET ADJ NOUN VERB VERB ADJ DET NOUN PUNCT CCONJ SCONJ PRON PRON VERB PUNCT DET ADJ ADJ NOUN ADP NOUN PRON PRON VERB VERB PUNCT
subj_rel_verb	287	deviendra	sing	plur	False	8	14	6	11	2108	False	"La neige sera leur linceul , et chaque touffe de gazon qu' ils fouleront deviendra le tombeau d' un soldat "" . <eos>"	DET NOUN AUX DET NOUN PUNCT CCONJ DET NOUN ADP NOUN PRON PRON VERB VERB DET NOUN ADP DET NOUN PUNCT PUNCT
subj_rel_aux	288	était	sing	sing	none	1	7	6	4	88321	False	La nomination de Richelieu qu' il apprit était tenue encore secrète , que les équipages du Maréchal étaient en route pour Strasbourg . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX VERB ADV ADJ PUNCT SCONJ DET NOUN NOUN PROPN VERB ADP NOUN ADP PROPN PUNCT
subj_rel_aux	289	est	sing	sing	False	2	8	6	5	884505	False	La nouvelle forme de drame qu' elle emploie est , en quelque sorte , narrative et calquée sur les légendes . <eos>	DET ADJ NOUN ADP NOUN PRON PRON VERB AUX PUNCT ADP DET NOUN PUNCT ADJ CCONJ VERB ADP DET NOUN PUNCT
subj_rel_verb	290	existent	plur	sing	False	40	46	6	43	2371	False	La nuit devint noire comme un four éteint , -- et , dans cette obscurité , ces villes inconnues par lesquelles nous passions avaient d' étranges physionomies et donnaient l' illusion que nous étions au bout du monde ... Ces sortes de sensations que je note existent plus et ne reviendront jamais pour personne . <eos>	DET NOUN VERB ADJ ADP DET NOUN VERB PUNCT PUNCT CCONJ PUNCT ADP DET NOUN PUNCT DET NOUN ADJ ADP PRON PRON VERB VERB DET ADJ NOUN CCONJ VERB DET NOUN SCONJ PRON VERB ADP NOUN ADP NOUN PUNCT DET NOUN ADP NOUN PRON PRON VERB VERB ADV CCONJ ADV VERB ADV ADP PRON PUNCT
subj_rel_verb	291	devint	sing	sing	False	1	7	6	4	4915	False	La personne du métis qu' il tolérait devint familière . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB ADJ PUNCT
subj_rel_aux	292	est	sing	plur	False	3	9	6	6	884505	False	La plus ancienne vérification de noblesse que nous connaissions est de l' an 1262 : un arrêt déclare que Pierre aux Massues , chevalier , est digne d' être chevalier , attendu qu' il a prouvé que son aïeul , Jehan de Champougnes , l' avait été . <eos>	DET ADV ADJ NOUN ADP NOUN PRON PRON VERB AUX ADP DET NOUN NUM PUNCT DET NOUN VERB SCONJ PROPN ADP PROPN PUNCT NOUN PUNCT AUX ADJ ADP AUX NOUN PUNCT VERB SCONJ PRON AUX VERB SCONJ DET NOUN PUNCT PROPN ADP PROPN PUNCT PRON AUX AUX PUNCT
subj_rel_aux	293	sera	sing	plur	False	1	7	6	4	22115	False	La poignée de main que vous échangerez sera que plus franche et plus fraternelle . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADV ADV ADJ CCONJ ADV ADJ PUNCT
subj_rel_aux	294	a	sing	sing	False	1	7	6	4	355555	False	La position de Lucerne que je connaissais a encore frappée par le tableau pittoresque qu' elle présente . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX ADV VERB ADP DET NOUN ADJ PRON PRON VERB PUNCT
subj_rel_verb	295	devint	sing	plur	none	1	7	6	4	4915	False	La position de Maclinks que nous considérions devint intenable , et il dut demander un changement . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB ADJ PUNCT CCONJ PRON VERB VERB DET NOUN PUNCT
subj_rel_aux	296	fut	sing	plur	False	2	8	6	5	65713	False	La première ville d' Italie que nous visitâmes fut Milan . <eos>	DET ADJ NOUN ADP PROPN PRON PRON VERB AUX PROPN PUNCT
subj_rel_aux	297	est	sing	plur	False	1	7	6	4	884505	False	La promenade à Murano que nous fîmes est surtout présente à mon souvenir ! <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX ADV ADJ ADP DET NOUN PUNCT
subj_rel_verb	298	pourrait	sing	plur	False	2	8	6	5	7958	False	La prétendue liberté de parole que nous attribuons pourrait bien être un leurre . <eos>	DET ADJ NOUN ADP NOUN PRON PRON VERB VERB ADV AUX DET NOUN PUNCT
subj_rel_verb	299	donnait	sing	sing	False	1	7	6	4	1048	False	La puissance de résignation qu' il possédait donnait cette puissance d' impartialité , sous le fer même du parti qui le sacrifiait . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB DET NOUN ADP NOUN PUNCT ADP DET NOUN ADV ADP NOUN PRON PRON VERB PUNCT
subj_rel_aux	300	est	sing	sing	none	1	7	6	4	884505	False	La rencontre de P que je redoutais est devenue une ressource à certains moments . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX VERB DET NOUN ADP DET NOUN PUNCT
subj_rel_verb	301	existent	plur	plur	False	37	43	6	40	2371	False	La ressemblance , sans doute , est éloignée , car ici la princesse n' est pas délivrée du dragon ; mais ce qui est remarquable , --et ce qui nous confirme dans notre conviction que toutes les combinaisons de thèmes que nous relevons existent en Orient et se retrouveront un jour dans des contes venant directement ou indirectement de l' Inde , --c' est que l' introduction de ce conte persan correspond presque exactement à l' introduction toute particulière d' un conte allemand de la famille des _ Fils du Pêcheur _ , le nº 60 de la collection Grimm , mentionné plus haut , qui a , lui aussi , l' épisode du dragon . <eos>	DET NOUN PUNCT ADP NOUN PUNCT AUX ADJ PUNCT CCONJ ADV DET NOUN ADV AUX ADV VERB DET NOUN PUNCT CCONJ PRON PRON AUX ADJ PUNCT PUNCT PRON PRON PRON VERB ADP DET NOUN SCONJ ADJ DET NOUN ADP NOUN PRON PRON VERB VERB ADP PROPN CCONJ PRON VERB DET NOUN ADP DET NOUN VERB ADV CCONJ ADV ADP DET PROPN PUNCT INTJ VERB SCONJ DET NOUN ADP DET NOUN ADJ VERB ADV ADV ADP DET NOUN ADV ADJ ADP DET NOUN ADJ ADP DET NOUN DET PUNCT NOUN DET NOUN PUNCT PUNCT DET NOUN NUM ADP DET NOUN PROPN PUNCT VERB ADV ADV PUNCT PRON VERB PUNCT PRON ADV PUNCT DET NOUN NOUN NOUN PUNCT
subj_rel_verb	302	sent	sing	sing	False	1	7	6	4	1105	False	La robe de toile que je presse sent le gros savon , la cire dont on lustre les fers à repasser , et la violette . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB DET ADJ NOUN PUNCT DET NOUN PRON PRON VERB DET NOUN ADP VERB PUNCT CCONJ DET NOUN PUNCT
subj_rel_aux	303	aurait	sing	plur	False	1	7	6	4	14678	False	La route par Munich que nous laissions aurait été plus courte , mais on voulait éviter le passage des troupes par la capitale du roi de Bavière notre allié . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX AUX ADV ADJ PUNCT CCONJ PRON VERB VERB DET NOUN DET NOUN ADP DET NOUN NOUN NOUN ADP PROPN DET NOUN PUNCT
subj_rel_aux	304	est	sing	sing	False	1	7	6	4	884505	False	"La règle de conduite que je prends est le résultat d' une longue expérience et de réflexions dictées par mon attachement pour vous ; elle est conforme aux intérêts bien entendus de votre ambition , à ceux de votre considération et de votre bonheur "" . <eos>"	DET NOUN ADP NOUN PRON PRON VERB AUX DET NOUN ADP DET ADJ NOUN CCONJ ADP NOUN VERB ADP DET NOUN ADP PRON PUNCT PRON AUX ADJ ADP NOUN ADV VERB ADP DET NOUN PUNCT ADP PRON ADP DET NOUN CCONJ ADP DET NOUN PUNCT PUNCT
subj_rel_verb	305	rendit	sing	sing	False	1	7	6	4	1109	True	La réputation de capacité que se fit rendit l' objet des coquetteries de l' Empereur , qui souvent était aussi heureux de ses conquêtes sur l' aristocratie que du gain d' une bataille . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB DET NOUN DET NOUN ADP DET NOUN PUNCT PRON ADV AUX ADV ADJ ADP DET NOUN ADP DET NOUN SCONJ DET NOUN ADP DET NOUN PUNCT
subj_rel_verb	306	est	sing	plur	False	2	8	6	5	884505	False	La seconde espèce de mal que nous tolérons est de composer un puissant soporatif . <eos>	DET ADJ NOUN ADP NOUN PRON PRON VERB VERB ADP VERB DET ADJ NOUN PUNCT
subj_rel_aux	307	est	sing	sing	none	2	8	6	5	884505	False	La seule chose dans Stamboul que je aime est précisément celle que tous les Européens chérissent , et qui est faite exprès pour eux : je veux dire le Bazar , --Buyuk-Tcherchi , pour parler turc . <eos>	DET ADJ NOUN ADP PROPN PRON PRON VERB AUX ADV PRON PRON ADJ DET NOUN VERB PUNCT CCONJ PRON AUX VERB ADV ADP PRON PUNCT PRON VERB VERB DET PROPN PUNCT PROPN PUNCT ADP VERB ADJ PUNCT
subj_rel_verb	308	parut	sing	sing	False	1	7	6	4	332	False	La situation de Charlotte qu' elle jugea parut si cruelle qu' elle se promit de hâter de tout son pouvoir la réconciliation des époux , d' ensevelir son amour et sa douleur dans quelque retraite obscure , et de tromper ses amis en leur faisant croire qu' elle avait trouvé le repos et le bonheur dans une occupation utile . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB ADV ADJ SCONJ PRON PRON VERB ADP VERB ADP ADJ DET NOUN DET NOUN DET NOUN PUNCT ADP VERB DET NOUN CCONJ DET NOUN ADP DET NOUN ADJ PUNCT CCONJ ADP VERB DET NOUN ADP PRON AUX VERB SCONJ PRON AUX VERB DET NOUN CCONJ DET NOUN ADP DET NOUN ADJ PUNCT
subj_rel_aux	309	sera	sing	plur	none	1	7	6	4	22115	False	La statue de Musset que vous préméditez sera jamais que la statue d' un grand sec . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX ADV ADV DET NOUN ADP DET ADJ NOUN PUNCT
subj_rel_aux	310	était	sing	sing	none	1	7	6	4	88321	False	La taxe de Machault qu' on mettait était rien qu' un épouvantail . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX PRON ADV DET NOUN PUNCT
subj_rel_aux	311	est	sing	plur	none	1	7	6	4	884505	False	La vallée de Keou-eou-leou que nous remontons est assez quelconque , et aucun incident ne rompt la monotonie du chemin . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX ADV ADJ PUNCT CCONJ DET NOUN ADV VERB DET NOUN DET NOUN PUNCT
subj_rel_aux	312	est	sing	sing	False	15	21	6	18	884505	False	La valse est aussi énergique , aussi folle que dans les tavernes , et le nuage de tabac qu' elle agite est guère moins épais . <eos>	DET NOUN AUX ADV ADJ PUNCT ADV ADJ SCONJ ADP DET NOUN PUNCT CCONJ DET NOUN ADP NOUN PRON PRON VERB AUX ADV ADV ADJ PUNCT
subj_rel_verb	313	laissait	sing	sing	False	1	7	6	4	386	False	La vie de réclusion qu' elle menait laissait beaucoup de loisirs qu' elle consacrait à la lecture , dans un âge où les autres petites filles vont encore à l' école . <eos>	DET NOUN ADP NOUN PRON PRON VERB VERB ADV ADP NOUN PRON PRON VERB ADP DET NOUN PUNCT ADP DET NOUN ADV DET ADJ ADJ NOUN VERB ADV ADP DET NOUN PUNCT
subj_rel_aux	314	est	sing	sing	none	1	7	6	4	884505	False	"La ville de Kirby qu' on rencontre est située dans un "" ouady "" , entre deux lacs salés qui , suivant toute vraisemblance , doivent leur origine aux excavations faites pour prendre la terre nécessaire aux constructions . <eos>"	DET NOUN ADP PROPN PRON PRON VERB AUX VERB ADP DET PUNCT NOUN PUNCT PUNCT ADP NUM NOUN ADJ PRON PUNCT ADP DET NOUN PUNCT VERB DET NOUN ADP NOUN VERB ADP VERB DET NOUN ADJ ADP NOUN PUNCT
subj_rel_verb	315	révèle	sing	plur	none	1	7	6	4	3412	False	La ville de Ye-nan-Gyong que nous atteignîmes révèle la nature de son industrie et à la vue et à l' odorat ; on y sent partout l' odeur nauséabonde du pétrole ; la plage est couverte de vases de terre qui ruissellent d' huile ; de toutes parts on voit fumer des poteries . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB DET NOUN ADP DET NOUN CCONJ ADP DET NOUN CCONJ ADP DET NOUN PUNCT PRON PRON VERB ADV DET NOUN ADJ NOUN NOUN PUNCT DET NOUN AUX VERB ADP NOUN ADP NOUN PRON VERB ADP NOUN PUNCT ADP DET NOUN PRON VERB VERB DET NOUN PUNCT
subj_rel_verb	316	permettait	sing	sing	False	1	7	6	4	1955	False	La vivacité de Juliette qu' elle noyait permettait pas de causer longtemps ensemble ; car la jeune femme se jetait en travers de toutes les conversations . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB ADV ADP VERB ADV ADV PUNCT CCONJ DET ADJ NOUN PRON VERB ADP NOUN ADP ADJ DET NOUN PUNCT
subj_rel_aux	317	est	sing	sing	none	2	8	6	5	884505	False	La vraye histoire de Francion qu' il publia est un essai tenté par un homme d' esprit , dans le but , ainsi qu' il le dit lui-même , de ressusciter le roman rabelaisien , --l' idéal du genre à ses yeux , --et de l' opposer aux compositions tristement langoureuses qui commençoient à envahir la littérature . <eos>	DET ADJ NOUN ADP PROPN PRON PRON VERB AUX DET NOUN VERB ADP DET NOUN ADP NOUN PUNCT ADP DET NOUN PUNCT ADV SCONJ PRON PRON VERB PRON PUNCT ADP VERB DET NOUN ADJ PUNCT X NOUN ADP NOUN ADP DET NOUN PUNCT PUNCT ADP PRON VERB ADP NOUN ADV ADJ PRON VERB ADP VERB DET NOUN PUNCT
subj_rel_aux	318	était	sing	sing	True	47	53	6	50	88321	False	"Le Frère fit baiser plus de cent fois sa croix de laiton à de pauvres paysannes , tout heureuses de se dépouiller pour "" _ l' homme de Dieu _ "" . Barnabé , du reste , avait une attitude d' une majesté superbe , et son éloquence en paraboles qu' il empruntait était irrésistible . <eos>"	DET PROPN AUX VERB ADV ADP NUM NOUN DET NOUN ADP NOUN ADP DET ADJ NOUN PUNCT ADV ADJ ADP PRON VERB ADP PUNCT PUNCT DET NOUN ADP PROPN PUNCT PUNCT PUNCT PROPN PUNCT ADP NOUN PUNCT VERB DET NOUN ADP DET NOUN ADJ PUNCT CCONJ DET NOUN ADP NOUN PRON PRON VERB AUX ADJ PUNCT
subj_rel_aux	319	est	sing	sing	False	2	8	6	5	884505	False	Le _ cuir de Russie qu' on emploie est remarquable par son odeur particulière , due à la _ bétuline _ , principe actif de l' écorce de bouleau , dans une décoction de laquelle on a laissé tremper ce cuir pendant une vingtaine de jours . <eos>	DET PUNCT NOUN ADP PROPN PRON PRON VERB AUX ADJ ADP DET NOUN ADJ PUNCT VERB ADP DET PUNCT NOUN PUNCT PUNCT NOUN ADJ ADP DET NOUN ADP NOUN PUNCT ADP DET NOUN ADP PRON PRON AUX VERB VERB DET NOUN ADP DET NOUN ADP NOUN PUNCT
subj_rel_aux	320	est	sing	sing	False	1	7	6	4	884505	False	Le bain de mercure que j' ai est assez grand pour qu' on puisse y placer des cloches de douze à quinze pintes de capacité . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADV ADJ ADP SCONJ PRON VERB PRON VERB DET NOUN ADP NUM ADP NUM NOUN ADP NOUN PUNCT
subj_rel_aux	321	est	sing	plur	False	1	7	6	4	884505	False	Le baron de Castelnau que vous retenez est pas plus coupable que celui des officiers de votre parti qui le servent avec le plus de zèle ; c' était à nous de le punir , puisqu' il a dû nous trahir cent fois ; daignez le rendre à sa malheureuse fille que vous plongez au désespoir , et ne redoutez pas des ennemis aussi peu dangereux que lui . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX ADV ADV ADJ SCONJ PRON DET NOUN ADP DET NOUN PRON PRON VERB ADP DET NOUN ADP NOUN PUNCT PRON VERB ADP PRON ADP PRON VERB PUNCT SCONJ PRON AUX VERB PRON VERB NUM NOUN PUNCT VERB PRON VERB ADP DET ADJ NOUN PRON PRON VERB ADP NOUN PUNCT CCONJ ADV VERB ADV DET NOUN ADV ADV ADJ SCONJ PRON PUNCT
subj_rel_aux	322	est	sing	plur	none	2	8	6	5	884505	False	Le beau tableau de Fragonard que nous reproduisons est un des trésors les plus précieux de la collection Lacaze , au musée du Louvre . <eos>	DET ADJ NOUN ADP PROPN PRON PRON VERB AUX PRON DET NOUN DET ADV ADJ ADP DET NOUN PROPN PUNCT ADP NOUN DET PROPN PUNCT
subj_rel_aux	323	était	sing	sing	False	1	7	6	4	88321	False	Le bruit du danger qu' il courait était répandu avec rapidité ; il parvint bientôt à Weimar où se trouvait le célèbre pianiste et compositeur Hummel qui partit aussitôt pour venir à Vienne se réconcilier avec Beethoven qui s' était brouillé avec lui quelques années auparavant : l' entrevue des deux maîtres fut touchante au delà de toute expression . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX VERB ADP NOUN PUNCT PRON VERB ADV ADP PROPN ADV PRON VERB DET ADJ NOUN CCONJ NOUN PROPN PRON VERB ADV ADP VERB ADP PROPN PRON VERB ADP PROPN PRON PRON AUX VERB ADP PRON DET NOUN ADV PUNCT DET NOUN NOUN NUM NOUN AUX ADJ ADV ADV ADP DET NOUN PUNCT
subj_rel_verb	324	eut	sing	sing	False	1	7	6	4	6101	False	Le camp de Boulogne qu' il forma eut pour premier résultat de populariser la guerre dans ce pays , et d' y faire créer , chose inouïe , une nombreuse armée permanente . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB ADP ADJ NOUN ADP VERB DET NOUN ADP DET NOUN PUNCT CCONJ ADP PRON AUX VERB PUNCT NOUN ADJ PUNCT DET ADJ NOUN ADJ PUNCT
subj_rel_verb	325	donna	sing	plur	False	1	7	6	4	1799	False	Le canon de Laon que nous entendîmes donna la première pensée de l' envahissement du territoire . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB DET ADJ NOUN ADP DET NOUN DET NOUN PUNCT
subj_rel_aux	326	était	sing	sing	False	1	7	6	4	88321	False	Le capitaine d' artillerie qu' elle appelait était un grand et bel homme de trente-cinq ans ; il avait un extérieur très comme il faut , et sa physionomie imposante paraissait même sévère à première vue . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX DET ADJ CCONJ ADJ NOUN ADP NUM NOUN PUNCT PRON VERB DET NOUN ADV SCONJ PRON VERB PUNCT CCONJ DET NOUN ADJ VERB ADV ADJ ADP ADJ NOUN PUNCT
subj_rel_aux	327	était	sing	sing	False	1	7	6	4	88321	False	Le carré de terre qu' il appelait était célèbre dans la ville pour la beauté des fleurs qu' il y cultivait . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADJ ADP DET NOUN ADP DET NOUN DET NOUN PRON PRON PRON VERB PUNCT
subj_rel_aux	328	était	sing	plur	False	1	7	6	4	88321	False	Le cercueil de chêne que nous portions était fort lourd ; l' escalier roide et glissant ; les frères qui m' aidaient , des adolescents débiles , troublés peut-être par la lugubre solennité qu' ils accomplissaient . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADV ADJ PUNCT DET NOUN ADJ CCONJ ADJ PUNCT DET NOUN PRON PRON VERB PUNCT DET NOUN ADJ PUNCT VERB ADV ADP DET ADJ NOUN PRON PRON VERB PUNCT
subj_rel_aux	329	était	sing	sing	False	71	77	6	74	88321	False	Le chancelier improvisa alors une explication de cette réelle signification ; la voici en substance : il a parlé du traité non comme d' un chiffon de papier pour l' Allemagne , mais comme d' un acte qui était devenu comme un chiffon de papier parce que la Belgique avait contrevenu elle-même à sa neutralité et que l' Angleterre avait tant d' autres raisons d' entrer en guerre , que le traité de neutralité qu' elle invoquait était qu' un chiffon de papier , en comparaison de ces raisons . <eos>	DET NOUN VERB ADV DET NOUN ADP DET ADJ NOUN PUNCT PRON VERB ADP NOUN PUNCT PRON AUX VERB DET NOUN ADV SCONJ ADP DET NOUN ADP NOUN ADP DET PROPN PUNCT CCONJ SCONJ ADP DET NOUN PRON AUX VERB ADP DET NOUN ADP NOUN ADV SCONJ DET PROPN AUX VERB PRON ADP DET NOUN CCONJ SCONJ DET PROPN VERB ADV ADP ADJ NOUN ADP VERB ADP NOUN PUNCT SCONJ DET NOUN ADP NOUN PRON PRON VERB AUX ADV DET NOUN ADP NOUN PUNCT ADP NOUN ADP DET NOUN PUNCT
subj_rel_verb	330	ouvre	sing	sing	none	1	7	6	4	4632	False	Le chant d' Hildebrand qu' on croit ouvre la série ; le fameux poëme des Nibelungen est l' un des derniers . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB DET NOUN PUNCT DET ADJ NOUN DET PROPN AUX DET PRON DET ADJ PUNCT
subj_rel_aux	331	était	sing	sing	False	1	7	6	4	88321	False	Le château de Bièvre qu' elle occupait était l' habitation seigneuriale du marquis de Bièvre , cet homme si fameux avec si peu de titres à la célébrité ; car il avait un esprit fort au-dessus de sa réputation , et de celui-là on n' en faisait aucun cas ... Madame de Montesson nous en parlait tout en peignant , et son jugement sur lui fut confirmé par M. de Valence et une foule de gens qui tous l' avaient connu . <eos>	DET NOUN ADP PROPN PRON PRON VERB AUX DET NOUN ADJ DET NOUN ADP PROPN PUNCT DET NOUN ADV ADJ ADP ADV ADV ADP NOUN ADP DET NOUN PUNCT CCONJ PRON VERB DET NOUN ADV ADV ADP DET NOUN PUNCT CCONJ ADP PRON PRON ADV PRON VERB DET NOUN PUNCT NOUN ADP PROPN PRON PRON VERB ADV ADP VERB PUNCT CCONJ DET NOUN ADP PRON AUX VERB ADP NOUN ADP PROPN CCONJ DET NOUN ADP NOUN PRON PRON PRON AUX VERB PUNCT
subj_rel_verb	332	devint	sing	sing	False	1	7	6	4	4915	False	Le comte d' Angevilliers qu' elle recevait devint amoureux et l' épousa . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB ADJ CCONJ PRON VERB PUNCT
subj_rel_verb	333	eut	sing	sing	False	1	7	6	4	6101	False	Le comte d' Harcourt qu' on envoya eut constamment l' avantage sur lui ; mais Condé , qui , à la place de son ennemi , l' eût entièrement détruit si celui-ci eût été à la sienne , ne se laissa pas même entamer ; et la marche de ce grand général jusqu' à Bordeaux doit être considérée , vu l' insuffisance de ses moyens , comme un de ses plus hauts faits militaires . <eos>	DET NOUN ADP PROPN PRON PRON VERB VERB ADV DET NOUN ADP PRON PUNCT CCONJ PROPN PUNCT PRON PUNCT ADP DET NOUN ADP DET NOUN PUNCT PRON AUX ADV VERB SCONJ PRON AUX VERB ADP DET PRON PUNCT ADV PRON VERB ADV ADV VERB PUNCT CCONJ DET NOUN ADP DET ADJ NOUN ADP ADP PROPN VERB AUX VERB PUNCT ADP DET NOUN ADP DET NOUN PUNCT ADP PRON ADP DET ADV ADJ NOUN ADJ PUNCT
subj_rel_aux	334	est	sing	plur	False	1	7	6	4	884505	False	Le costume de fille que nous donnons est destiné à la parure du salon : la robe est en organdi avec deux petites broderies en laine de couleur ; le corsage a un revers bordé de la même broderie ; un rang de valencienne le garnit ; une écharpe en soie de couleur remplace la ceinture . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX VERB ADP DET NOUN ADP NOUN PUNCT DET NOUN VERB ADP NOUN ADP NUM ADJ NOUN ADP NOUN ADP NOUN PUNCT DET NOUN VERB DET NOUN VERB ADP DET ADJ NOUN PUNCT DET NOUN ADP NOUN PRON VERB PUNCT DET NOUN ADP NOUN ADP NOUN VERB DET NOUN PUNCT
subj_rel_aux	335	était	sing	sing	False	1	7	6	4	88321	False	Le coup d' œil qu' il jeta était plus vif , plus observateur , et il lui dit avec un sourire dont l' expression était difficile à interpréter : --Ainsi donc , jeune homme , c' est l' usage en Écosse de laisser vos princes en danger , faute de secours , dans les occasions comme celle qui s' est présentée ce matin ? <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADV ADJ PUNCT ADV ADJ PUNCT CCONJ PRON PRON VERB ADP DET NOUN PRON DET NOUN AUX ADJ ADP VERB PUNCT ADV ADV PUNCT ADJ NOUN PUNCT PRON AUX DET NOUN ADP PROPN ADP VERB DET NOUN ADP NOUN PUNCT ADV ADP NOUN PUNCT ADP DET NOUN ADP PRON PRON PRON AUX VERB DET NOUN PUNCT
subj_rel_aux	336	fut	sing	sing	False	1	7	6	4	65713	False	Le coup d' œil qu' il reçut fut rapide , mécontent et impérieux . <eos>	DET NOUN ADP NOUN PRON PRON VERB AUX ADJ PUNCT ADJ CCONJ ADJ PUNCT
